PETER,PETE
PHILIP,PHIL
PHILLIP,PHIL
PRESCOTT,SCOTT
PRESCOTT,SCOTTY
PRISCILLA,PRISSY
PRUDENCE,PRUDY
RACHEL,SHELLY
RANDOLPH,RANDY
RAYMOND,RAY
REBECCA,BECCA
REBECCA,BECKY
REBECCA,REBA
REGINA,GINA
REGINALD,REGGIE
REUBEN,RUBE
RICARDO,RICK
RICHARD,DICK
RICHARD,RICH
RICHARD,RICHIE
RICHARD,RICK
RICHARD,RICKY
ROBERT,BILL
ROBERT,BILLY
ROBERT,BOB
ROBERT,BOBBY
ROBERT,ROB
ROBERT,ROBBY
ROBERTA,BIRDIE
ROBERTA,BIRTIE
ROBERTA,BOBBIE
ROBERTO,ROB
RONALD,RON
RONALD,RONNIE
RONALD,RONNY
ROSABEL,BELLE
ROSABEL,ROSE
ROSABEL,ROZ
ROSABELLA,BELLA
ROSABELLA,ROSE
ROSABELLA,ROZ
ROSAENN,ANN
ROSAENNA,ANN
ROSALYN,ROSE
ROSALYN,ROZ
ROSEANN,ROSE
ROSEANNA,ROSE
ROXANNA,ANN
ROXANNA,ROSE
ROXANNE,ANN
ROXANNE,ROSE
RUDOLPH,RUDY
RUSSELL,RUSS
RUSSELL,RUSTY
SAMUEL,SAM
SAMUEL,SAMMY
SANDRA,SANDY
SANDRE,SANDIE
SHELTON,SHELLY
SHELTON,TONY
SHIRLEY,SHERRY
SOLOMON,SAL
STEPHEN,STEPH
STEPHEN,STEVE
STEVEN,STEPH
STEVEN,STEVE
SULLIVAN,SULLY
SULLIVAN,VAN
SUSAN,SUE
SUSAN,SUSIE
SUSANNAH,SUE
SUSANNAH,SUSIE
SYLVESTER,SLY
TABITHA,TABBY
TERENCE,TERRY
TERESA,TESS
TERESA,TESSA
TERESA,TESSIE
THADDEUS,THAD
THEODORE,TED
THEODORE,TEDDY
THEODORE,THEO
THERESA,TESS
THERESA,TESSA
THERESA,TESSIE
THOM,TOM
THOM,TOMMY
THOMAS,THOM
THOMAS,TOM
THOMAS,TOMMY
TIMOTHY,TIM
TIMOTHY,TIMMY
TISHA,TISH
TOBIAS,TOBY
VALERI,VAL
VALERIE,VAL
VANESSA,VANNA
VERONICA,RON
VERONICA,RONNIE
VERONICA,RONNY
VICTOR,VIC
VICTORIA,TORI
VICTORIA,TORIE
VICTORIA,TORRI
VICTORIA,TORRIE
VICTORIA,TORY
VICTORIA,VICKI
VICTORIA,VICKIE
VICTORIA,VICKY
VINCENT,VIC
VINCENT,VIN
VINCENT,VINCE
VINCENT,VINNIE
VINCENZO,VIN
VINCENZO,VINNIE
VINCENZON,VIC
VINSON,VINCE
WILBUR,WILL
WILBUR,WILLIE
WILHELMINA,MINNIE
WILHELMINA,WILMA
WILLIAM,BILL
WILLIAM,BILLY
WILLIAM,WILL
WILLIAM,WILLIE
WILSON,WILL
WILSON,WILLIE
WINNIFRED,FRED
WINNIFRED,FREDDIE
WINNIFRED,FREDDY
WINNIFRED,WINNIE
WINNIFRED,WINNY
ZACHARY,ZACH
ZACHARY,ZACK
CATHERAINE,KATE
